"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
140801,0,0.743796756,50,0,0.278476794,12000,8,0,2,0,0
21645,0,0.279797619,67,0,0.096209501,14166,12,0,1,0,1
138595,0,0.051698277,90,0,57,NA,2,0,0,0,0
69380,0,0.2912952,69,1,4183,NA,16,0,2,0,1
142813,0,0.032339353,43,0,0.180489813,9717,8,0,1,0,0
88044,0,0.177590776,32,0,597,NA,8,0,0,0,0
126290,0,0,68,0,0.677182848,4500,15,0,1,0,0
79868,0,0.004792479,73,0,1316,NA,15,0,1,0,0
51465,0,0.046303196,52,0,0.177043242,4416,8,0,1,0,0
137014,0,0.099190081,34,0,0.071420842,9240,5,0,0,0,0
48702,0,0.157965756,63,0,0.222686784,5500,12,0,0,0,0
79345,0,0.374548545,42,1,0.013682332,35300,7,0,0,0,1
11368,0,0.151896203,57,0,1.286595818,2916,13,0,2,0,0
43439,0,0.0169983,74,0,0.032820097,9871,4,0,0,0,0
5231,0,0.603336028,38,0,0.294487289,3500,5,0,0,0,1
15303,0,0.092442162,60,0,111,NA,6,0,0,0,0
62523,0,0.443732108,34,0,0.284105673,6926,11,0,1,0,0
52168,0,0.07495989,70,0,0.323202518,10166,5,0,2,0,0
10841,0,0,55,1,1030,NA,3,0,2,0,0
148721,0,0.004165972,63,0,0,2000,1,0,0,0,0
82421,0,0.151113955,49,0,0.526694661,5000,6,0,1,0,0
20273,0,0.31834083,52,2,0.403176004,6800,5,0,2,1,2
46083,0,0.16765584,37,0,0.53755166,7016,7,0,3,0,0
146767,0,0.115366098,87,0,0.180136644,6000,6,0,1,0,0
67698,0,0.013497159,72,0,0.214536612,3700,11,0,1,0,1
47569,0,0.099019419,58,0,0.168193717,4583,5,0,0,0,4
1122,0,0.125014705,66,2,0.404638145,2500,4,0,1,0,0
101940,0,0.059685466,48,0,0.34803574,7050,12,0,1,0,1
133549,0,0.011437131,55,0,0.050941562,39083,16,0,1,0,3
93419,0,0.002179088,75,0,708,NA,9,0,2,0,NA
92272,0,0.05473428,66,0,0.272076372,9636,21,0,2,0,1
129455,0,0,26,0,0.249405045,2100,4,0,0,0,0
3261,0,0.005411659,58,0,0.159442028,20000,14,0,1,0,1
143482,0,0,51,1,0.424974481,5877,7,0,2,0,3
223,0,0.009025178,45,0,0.376836435,8167,4,0,1,0,2
144262,0,0.350387635,42,0,0.326923077,21007,25,0,1,0,3
141725,0,0.055865222,78,0,0.022564981,3500,5,0,0,0,0
75972,0,0.019288361,85,0,11,NA,6,0,0,0,0
20530,0,0.103351732,72,0,2265,0,6,0,3,0,0
19858,0,0.062135358,59,0,0.021118311,12500,16,0,0,0,1
55361,0,0.033870766,41,0,0.294341132,5000,6,0,2,0,0
117087,0,0,66,1,0.395845467,5150,13,0,1,0,0
39766,0,0.198614571,76,0,0.396825397,8000,7,0,3,0,0
7824,0,0.9999999,29,0,0,NA,0,0,0,0,0
149614,0,0.020465984,86,0,18,NA,2,0,0,0,0
32510,0,0.027474463,83,0,20,NA,3,0,0,0,0
21571,0,0.085715721,72,0,0.996088657,2300,19,0,2,0,0
115713,0,0.058664652,44,0,0.295182139,4254,12,0,2,0,1
31066,0,0.361625787,79,2,0.675754271,2750,11,0,1,0,0
135152,0,0.010506916,80,0,0.014992504,2000,5,0,0,0,0
98035,0,0.274657947,50,0,0.506676989,10333,14,1,2,0,1
134848,0,0,80,0,0,10000,5,0,0,0,0
149339,0,0.025862288,62,0,0.005086827,5700,6,0,0,0,1
122477,0,0.001124761,58,0,1909,1,14,0,2,0,0
57403,0,0.123422088,60,0,0.03616064,6000,5,0,0,0,0
29311,0,0.172134271,53,0,0.259977393,11500,14,0,3,0,0
96716,0,0.13432973,40,0,2361,NA,8,0,1,0,0
53603,0,0.007710323,71,0,8,NA,2,0,0,0,1
53805,0,0,87,0,0.13269514,6789,3,0,1,0,0
9443,0,0.154333541,40,0,0.273490604,2500,8,0,0,1,0
114971,0,0.006718215,76,0,58,NA,5,0,0,0,0
84053,0,0.449005923,34,0,0.288760551,2250,7,0,0,0,2
52907,0,0.042600415,65,0,0.141384389,4752,8,0,1,0,0
9113,0,0.019918819,52,0,0.306948842,6000,11,0,2,0,0
66349,0,0.81296356,42,0,0.130797001,3600,5,0,0,0,1
119096,0,0.556811704,43,1,0.074785043,5000,6,0,0,0,3
58469,0,0,29,0,0.067260498,5500,5,0,0,0,2
19289,0,0.647697643,60,0,0.229250819,13120,8,0,2,0,0
147730,0,0,85,0,0.001362583,7338,5,0,0,0,0
71929,0,0.092291061,28,0,1108,NA,6,0,1,0,0
105153,0,0.070886341,47,0,0.017348609,3054,7,0,0,0,0
74463,0,0.071990711,66,0,0.558947368,2849,8,0,0,0,0
91676,0,0.9999999,51,0,2428,NA,3,0,1,0,1
92597,0,0.224218234,56,0,0.301981126,16000,13,0,2,0,0
114207,0,0.014576081,53,0,0.210955331,9200,9,0,1,0,2
18814,0,0.223385108,54,0,0.370958904,1824,6,0,1,0,2
129334,0,0.278648275,33,0,0.597944032,1750,10,0,1,0,2
33875,0,0.019275775,46,0,3821,NA,8,0,2,0,0
143077,0,0.062498438,57,1,0.038747578,16000,5,0,0,0,3
112848,0,0.646471624,57,2,0.657375346,5775,15,1,0,1,1
116865,0,0.006007038,94,0,718,NA,11,0,1,0,0
133774,0,0.840083447,41,0,0.236101853,7500,7,0,0,0,2
106281,0,0.062844713,56,0,0.032621691,5854,7,0,0,0,0
124566,0,0.127334615,33,0,0.299985001,6666,9,0,1,0,2
110271,0,0.850357728,54,0,0.357117689,5675,6,0,1,0,0
35838,0,0.056692189,44,1,0.421852504,6250,14,0,1,0,2
88967,0,0.594568584,52,0,0.147952979,7400,6,0,0,0,0
66359,0,0.041083719,43,0,0.01079856,7500,5,0,0,0,2
18904,0,0.992003998,47,0,744,NA,4,0,0,0,0
70942,0,0.110832512,69,0,0.601377625,9000,7,0,3,0,0
115375,0,0.58102387,42,0,0.42357041,12625,16,0,4,0,0
111043,0,0.019577578,54,0,0.065386923,5000,9,0,0,0,2
27940,0,0.282612422,62,0,0.513976739,4900,16,0,1,0,0
16377,0,0.050122912,58,0,0.183379247,10889,6,0,1,0,1
82582,0,0.051120156,64,0,3470,NA,11,0,1,0,0
54349,0,0.267253808,41,1,0.216356729,5000,5,0,0,0,3
4308,0,0.032451445,69,0,0.361917003,5445,11,0,1,0,0
2021,0,0.081286569,70,0,0.118515784,10833,14,0,1,0,0
115291,0,0.386451694,43,0,0.200528202,5300,6,0,1,0,4
38456,0,0.760454912,53,0,0.358021048,10166,7,0,2,0,1
77422,0,0.023672503,85,0,20,NA,3,0,0,0,0
132175,0,0.057464775,53,0,1592,0,15,0,1,0,0
139481,0,0.006516321,41,0,5,NA,3,0,0,0,0
28344,0,0.075655331,51,0,0.22703716,9068,10,0,1,0,3
98679,0,0.167849675,64,0,1815,NA,7,0,1,0,0
104884,0,0.063821871,64,0,0.525684654,6170,13,0,1,0,1
68261,0,0,43,0,0.725987961,3820,7,0,2,0,1
44947,0,0.010865942,64,0,0.351459416,2500,5,0,1,0,0
112163,0,0.003476025,29,0,958,NA,9,0,0,0,0
646,0,0.010350125,52,0,0.258589038,3812,6,0,1,0,1
34406,0,0,41,0,0.234168174,10500,14,0,1,0,3
9915,0,0.43566568,32,1,0.47575683,4062,10,0,1,0,1
140387,0,0.571090255,57,0,0.245560109,5855,10,3,2,0,3
109942,0,0.031693564,33,0,0.823044239,4000,11,0,5,0,1
48507,0,0.024685962,62,0,0.214157169,5000,9,0,1,0,0
149579,0,0.000375569,55,0,0.246852185,9450,12,0,1,0,0
128790,0,0.33784019,50,0,3852,0,9,0,2,0,3
101844,0,0.070847407,57,0,0.237580994,8333,9,0,1,0,1
47116,0,0.228562113,55,0,0.922880816,1568,6,0,2,0,0
24820,0,0.762931327,51,2,0.287106703,11695,7,0,2,0,1
79945,0,0.107988961,77,0,224,NA,7,0,0,0,0
5829,0,0.141790492,38,0,0.688263525,4583,14,0,2,0,0
35749,0,0.005576717,46,0,0.404345318,5200,18,0,1,0,2
69008,0,0.877061469,42,0,0.145207033,1762,2,0,0,0,3
132088,0,0.545650611,50,0,1.028446389,6397,9,0,2,0,0
54735,0,0.323915824,57,0,0.240250886,7333,10,0,1,0,0
28852,0,0.24685021,61,0,0.256522066,13300,6,0,1,0,0
131862,0,0.38366185,50,0,0.105089227,3025,6,0,0,0,0
59182,0,0.152442378,52,0,2024.5,1,13,0,2,0,0
50337,0,0.015666449,56,0,0.076165214,7916,11,0,0,0,0
11025,0,0,42,0,1347,NA,4,0,1,0,0
35426,0,0.029724257,55,0,5483,NA,12,0,3,0,0
44543,0,0.007440255,41,0,0.109648392,6000,5,0,0,1,0
49583,0,0.149137734,48,0,0.313426655,12072,14,0,1,0,1
12480,0,0.953484219,59,0,0.343627389,7900,6,0,1,0,1
103951,0,0.148032087,47,0,0.888685219,6000,11,0,2,0,1
104601,0,0.045267049,62,0,0.176210705,5884,6,0,1,0,0
133456,0,0.325370904,77,0,0.773484344,1500,11,0,0,0,0
137065,0,0.004652282,67,0,0.06931023,3000,7,0,0,0,0
128462,0,0.01908581,69,0,0.299930249,4300,10,0,2,0,0
100525,0,0.293535323,52,0,1865,0,6,0,1,0,0
127826,0,0.176363847,45,0,0.394302849,2000,8,0,1,0,0
90879,0,0.264439478,56,0,66,NA,7,1,0,1,0
63241,0,0.132322916,52,0,0.276430892,4000,19,0,1,0,0
33709,0,0.008440423,42,0,3.264957265,350,6,0,1,0,2
74047,0,0.206119461,59,0,0.187291713,4500,6,0,1,0,0
66183,0,0.047637773,77,0,0.016991504,2000,8,0,0,0,0
146410,0,0.049408948,46,1,1587,NA,7,0,1,0,0
28627,0,0.174237856,77,0,0.375329974,4166,13,0,2,0,2
89665,0,0.598006645,53,1,3989,NA,4,0,1,0,0
33350,0,0.962738564,39,0,0.769607843,1019,4,0,0,0,4
120567,0,0.941956288,36,0,0.242121278,4600,5,0,0,0,0
14413,0,0.396171129,71,0,0.367310012,3315,19,0,0,0,0
25982,0,0.443739333,38,1,0.482627682,15800,11,0,3,0,3
141033,0,0.023623778,26,0,0.001713796,3500,3,0,0,0,0
89222,0,0.000599983,49,0,0.380211574,9641,11,0,3,0,0
103426,0,0.019419855,65,0,6672,NA,15,0,3,0,2
144477,0,0.412849011,48,3,0.280169058,8990,11,0,1,0,5
132847,0,0.931678054,42,0,0.189576349,3280,4,0,0,0,0
34302,0,0.416514034,43,0,0.499275152,3448,9,0,1,0,0
141633,0,0.010677149,72,0,0.15449691,16666,11,0,1,0,1
49748,0,0.150091051,60,0,0.040995608,9561,6,0,0,0,0
124410,0,0.143323868,43,0,0.274390244,5083,20,0,1,0,1
84611,0,0.968440121,59,0,7528,NA,11,0,2,0,0
142600,0,0.339288095,34,0,5.560554931,2666,5,0,3,0,0
103941,0,0.083248613,63,1,0.27781511,10416,4,0,1,0,3
148055,0,0.033484113,43,0,0.096171556,7600,16,0,0,0,0
25798,0,0.098493362,61,0,0.049661149,9000,4,0,0,0,1
139179,0,0.008233059,71,0,0.00139972,5000,3,0,0,0,0
11566,0,0.284079777,41,1,0.380233356,7284,14,0,2,0,2
117809,0,0.278194768,58,0,0.2733514,5534,12,0,1,0,1
2142,0,0,43,0,0.333133373,5000,9,0,2,0,0
113634,0,0.006859863,87,0,0.006312467,1900,7,0,0,0,0
140600,0,0.542636461,47,0,0.233916895,9481,10,0,1,0,1
144898,0,0.010485405,44,1,0.220677932,10000,6,0,1,0,2
2240,0,0.189053083,33,1,0.173565287,5000,10,0,0,0,0
3614,0,0,41,0,0.310335782,7623,7,0,2,0,2
52958,0,0.069157234,79,0,0.036091801,10500,12,0,1,0,0
72295,0,0,53,0,4911,NA,11,0,1,0,0
68821,0,0.634877384,33,0,0.116135174,2100,3,0,0,0,0
14781,0,0.092860998,34,0,0.235697093,5400,8,0,0,0,1
26002,0,0.040827474,65,0,1527,NA,6,0,1,0,0
99042,0,0.09578428,49,0,0.25314937,5000,4,0,1,0,3
19799,0,0.843562503,54,0,0.183213986,15500,12,0,0,0,0
33739,0,0.483756192,68,0,0.598023307,6778,16,0,1,0,0
61203,0,0.022089771,53,0,0.169524143,5715,4,0,1,0,0
146362,0,0.517724898,28,0,0.218994064,3200,14,1,0,0,2
140667,0,0.051694062,38,0,0.363763764,9989,13,0,1,0,0
112067,0,0.091200905,64,0,0.094181507,10500,22,0,1,0,0
65360,0,0,60,0,3,NA,1,0,0,0,0
98118,0,0,82,0,106,NA,7,0,0,0,NA
1961,0,0.9999999,46,0,0.001142694,7000,0,0,0,0,3
25221,0,0.425183915,47,0,0.376025237,1584,6,0,0,0,0
137017,0,0.365963404,35,0,0.318935428,4583,2,0,1,0,2
255,0,0.112321289,53,0,0.266909775,8500,9,0,1,0,5
56891,0,0.9999999,37,0,1275,NA,4,0,2,0,0
29509,0,0.207546642,45,0,0.320984866,4426,6,0,1,0,3
71477,0,0.414329284,46,0,0.1184048,5666,6,0,0,0,1
75337,0,0.054604465,74,0,0.163626798,5701,10,0,0,0,0
56536,0,0.047309089,42,1,0.483096828,9583,6,0,2,0,1
12365,0,0.04808528,58,1,130,NA,7,0,0,0,2
123391,0,0.244881122,32,0,0.340319361,3005,10,0,0,0,1
5777,0,0.00695993,51,0,0.470493418,11166,14,0,2,0,2
71156,0,0.134260522,70,0,0.395189003,2036,4,0,1,0,0
109427,0,0.144255565,48,0,0.38324934,4166,7,1,2,0,3
73370,0,0.000338161,58,0,0.34139624,8350,12,0,3,0,0
71349,0,0.9999999,24,0,0,0,1,0,0,0,0
141194,0,0.007314613,60,0,470,NA,9,0,0,0,0
19149,0,0.146717457,64,0,0.534586166,2500,5,0,1,0,0
61533,0,0.396280186,51,0,0.592901602,7550,12,0,2,0,4
86723,0,0.34758725,42,0,0.274431392,4000,9,0,0,0,2
132580,0,0.000763138,38,0,0.385904948,6143,13,0,2,0,0
114554,0,0.407322889,59,0,0.263308232,3850,5,0,0,0,2
34218,0,0.0164068,37,1,3036,0,5,0,2,0,0
83587,0,0.106555738,36,0,0.394314196,5416,6,0,1,0,0
46181,0,0.000297718,60,0,1080,NA,9,0,2,0,0
14245,0,0.131429486,50,0,0.009598433,5104,1,0,0,0,2
15300,0,0,43,0,0,NA,2,0,0,0,2
28098,0,0.030704979,55,1,5634,NA,14,0,3,0,2
8675,0,0,47,0,0.159122725,15000,5,0,1,0,0
128688,0,0.23944122,59,1,0.112731017,18450,9,0,2,0,0
50893,0,0.025169521,63,0,20,NA,7,0,0,0,0
59097,0,0.046406155,56,0,0.099870777,10833,8,0,0,0,2
136978,0,0,57,0,0.202454834,7250,14,0,1,0,0
117622,0,0.122464226,72,0,0.015582488,4042,4,0,0,0,0
99730,0,0.075983277,53,1,0.013866204,30000,16,0,0,0,2
117984,0,0.457670698,71,0,0.07617896,4134,5,0,0,0,0
138958,0,0.020614988,64,0,0.596616035,5200,10,0,1,0,1
43286,0,0.006193149,41,2,14508,NA,7,0,3,0,1
105200,0,0.862978145,68,0,0.523930143,7500,11,0,1,0,1
76344,0,0.035964036,21,0,1,0,1,0,0,0,0
45474,0,0.130173535,50,0,0.682513773,4900,10,0,1,0,0
2707,0,0.049796097,67,0,94,0,4,0,0,0,0
85172,0,0.365591558,79,0,0.290803109,6175,17,0,1,0,0
60703,0,0.366183608,36,0,0.205867891,6100,9,0,0,0,2
86667,0,0,38,0,1751,NA,4,0,2,0,5
82682,0,0,67,0,43,NA,5,0,0,0,0
123556,0,0,40,0,1056,0,8,0,0,0,0
14679,0,0.96539422,54,3,0.105359429,5466,6,0,0,0,1
90391,0,0.111324779,80,0,0.109896603,3384,7,0,0,0,0
4505,0,0.521652181,41,0,0.353445198,2800,5,0,1,0,1
74971,0,0.939347577,40,1,0.515228426,3545,9,0,0,0,4
44733,0,0,44,0,0.057366011,7425,15,0,0,0,0
120167,0,0.847496053,42,0,0.316623822,4667,8,0,0,0,5
85136,0,0.109193471,52,1,0.355980003,7800,10,1,1,0,0
144442,0,0.011260923,57,0,0.18566124,3500,10,0,1,0,0
43146,0,0.00359976,86,0,1,NA,2,0,0,0,0
5344,0,0.9999999,21,0,56,NA,0,0,0,0,0
99549,0,0.695260948,30,0,0.186932849,550,2,0,0,0,0
39009,0,0.038180372,46,0,0.313102799,4250,8,1,0,0,3
75066,0,0.661458537,57,0,2305,NA,7,0,1,0,3
124887,0,0,39,0,2.665497076,854,6,0,1,0,3
118554,0,0.222074165,72,0,1431,NA,14,1,2,0,1
56843,0,0.010724942,73,0,5,NA,12,0,0,0,0
108977,0,0.9999999,64,0,0.1880438,16894,4,0,2,0,0
19549,0,0.572633552,33,0,0.589558696,3466,10,0,1,0,3
17577,0,0.49983872,36,1,0.137136735,7466,9,0,0,0,1
107267,0,0.977288959,46,0,0.103728313,5417,7,1,0,0,0
1527,0,0.088336591,43,0,0.216678332,10000,15,0,1,0,2
76790,0,0.076349755,32,0,0.005452067,2200,3,0,0,0,2
10072,0,0.059586483,38,0,0.327031449,5500,9,0,2,0,0
91048,0,0.094687633,39,0,0.049987503,4000,13,0,0,0,0
13713,0,0.752462377,50,0,2981,NA,2,0,1,0,2
18284,0,0.405706286,57,0,0.152609478,8334,5,0,2,0,0
60159,0,0.9999999,55,0,0.006621852,9966,7,0,0,0,1
93592,0,0.088831211,36,1,0.561367381,2427,7,0,0,1,0
37333,0,0.176323538,43,0,0.410397401,4000,2,0,1,0,0
14600,0,0.313751953,56,0,4217,NA,10,0,3,0,1
109363,0,0.330007243,60,0,0.992002285,3500,13,0,1,0,0
129132,0,0.996495112,62,4,4437,NA,18,3,0,4,0
74099,0,0.027896071,50,0,0.203303923,5326,6,0,1,0,1
69958,0,0.570659394,50,0,0.313713342,4841,4,0,2,0,0
5318,0,0.027703404,57,1,0.480207917,2500,10,0,1,0,0
86418,0,0.335310979,51,0,0.553093758,3700,8,0,2,0,2
125587,0,0.9999999,65,2,0.208953241,7527,3,2,1,1,1
112507,0,0.130231093,36,0,0.578526381,6500,8,0,2,0,0
140060,0,0.518296341,30,0,0.576944291,3625,8,0,2,0,0
2254,0,0.028853136,79,0,74,NA,8,0,0,0,NA
88608,0,0.2187391,62,0,0.989261248,5400,12,0,3,0,0
37708,0,0.04598133,45,0,0.180606465,3000,13,0,0,1,0
110881,0,0.020216254,37,0,0.287942412,5000,6,0,1,0,3
26547,0,0.072830895,39,0,0.220593136,3000,7,0,0,0,3
84097,0,0.445784638,53,1,867,NA,4,0,0,0,0
516,0,0.611388611,22,0,0.347066167,800,4,0,0,0,0
39336,0,0,24,0,0,820,3,0,0,0,0
130282,0,0.376795815,62,0,0.171591565,15600,7,0,2,0,0
58148,0,0.006424048,55,1,0.317707176,4500,14,0,2,0,0
130682,0,0.9999999,68,0,0.391921616,5000,2,0,1,0,0
82443,0,0.425249169,32,0,0.134214969,3553,3,0,1,1,1
10029,0,0.578484792,36,0,0.587937743,5139,14,0,3,0,1
37100,0,0.039125393,72,0,0.148874365,8261,5,0,1,0,1
45776,0,0.169258099,36,0,0.514297141,5000,8,0,1,0,3
33842,0,0.009055881,65,0,0.268746768,5800,17,0,1,0,0
42658,0,0.9999999,46,0,0.33167638,5833,7,0,2,0,4
121876,0,0.525482484,40,0,0.987779136,9000,4,0,3,0,2
42542,0,0.005417197,54,0,0.465306939,5000,12,0,1,0,0
8555,0,0.997904317,40,2,0.215426152,30000,12,0,4,0,3
70092,0,0.161620117,76,0,0.309935205,8333,13,0,2,0,0
44814,0,0.262299844,67,1,0.440757286,4700,11,0,2,0,0
36507,0,0.190903267,60,0,0.828798661,2388,11,0,1,0,0
111798,0,0.9999999,37,2,0.400681748,3226,4,0,1,0,2
81594,0,0.752159573,33,0,0.203908499,6600,7,0,0,0,0
102460,0,0.873887891,62,0,0.496080627,6250,13,0,2,0,0
106625,0,0,41,0,1.2760181,1325,8,0,2,0,1
117381,0,0.014554361,84,0,21,NA,3,0,0,0,0
5386,0,0.16669981,57,0,0.407932925,3100,6,0,1,0,0
52209,0,0.329453716,62,0,0.786777694,7925,21,0,3,0,0
31042,0,0.808387914,43,2,2778,NA,5,0,1,0,3
147332,0,0.529129824,64,1,0.713090909,2749,10,0,0,0,0
73860,0,0.9999999,30,0,0,3700,0,0,0,0,1
103011,0,0.085752008,58,1,0.227028734,9500,29,0,2,0,0
35917,0,0.9999999,64,0,0.097403206,10666,1,0,1,0,1
117297,0,0.129014345,54,0,0.397734843,1500,14,0,1,0,0
52750,0,0.053609759,45,0,0.008149959,3680,4,0,0,0,0
91636,0,0.728133881,48,1,0.301581531,5500,7,0,2,0,2
139295,0,0.9999999,45,0,1590,NA,2,0,1,0,0
101730,0,0.916702777,36,0,0.242747091,6100,6,0,0,0,2
142251,0,0.255193022,64,0,0.420278986,13333,17,0,2,0,0
113315,0,0.620665027,34,0,0.383308346,2000,3,0,0,0,0
26459,0,0.008967163,36,0,0.403766039,6000,7,0,2,0,0
39324,0,0.974146395,61,0,2567,NA,6,0,1,0,1
133640,0,0,39,0,0.424391847,6083,7,0,2,0,0
144428,0,0.592634596,57,0,0.459801265,3320,12,0,1,0,2
54538,0,0.018886209,56,0,0.30108857,8083,9,0,1,0,0
18109,0,0.409565489,51,0,0.420381635,12000,22,0,1,0,0
2970,0,0.000717457,45,0,0.291404783,12250,9,0,2,0,2
41122,0,0.004102512,74,1,2740,NA,12,0,1,0,0
35945,0,0.9999999,57,0,1851,NA,3,0,2,0,0
63121,0,0.218375499,40,1,0.386004515,3100,10,0,1,0,0
23223,0,0.9999999,46,0,0,NA,0,4,0,0,0
97239,0,0.881390593,27,0,0.292773493,3500,6,0,0,0,3
83423,0,0.167746132,64,0,0.234430698,4768,10,0,1,0,0
87252,0,0,23,0,0,1120,2,0,0,0,0
116414,0,0.9999999,61,0,0,3659,0,0,0,1,2
63497,0,0.100367892,51,0,0.474537037,4319,9,0,1,0,2
13642,0,0.007354813,73,0,0.001865672,3751,2,0,0,0,0
82867,0,0.048315861,65,0,217,NA,7,0,1,0,0
136591,0,0.019756164,50,0,0.260942023,11400,10,0,1,0,2
132708,0,0.9999999,63,1,0.016102395,2421,0,1,0,0,0
63939,0,0,62,0,2002,NA,15,0,1,0,NA
39002,0,0.9999999,56,0,0.035528942,2504,1,0,0,0,0
57363,0,0.213906491,48,0,0.413998807,5028,16,0,1,0,1
43188,0,0.680106631,43,0,0.512897421,3333,8,0,1,0,0
131880,0,0.024242996,74,0,7,NA,4,0,0,0,0
11117,0,0.213512045,39,0,0.189581042,10000,9,0,0,0,1
30322,0,0.485689947,40,0,0.420409511,9083,8,0,2,0,2
93668,0,0.9999999,85,0,0.00679864,5000,5,0,0,0,0
52135,0,0.472065237,48,0,0.079131553,7000,5,0,0,0,1
3447,0,0.870475302,47,0,0.359260792,7250,7,0,2,0,0
142530,0,0,67,0,685,NA,9,0,1,0,NA
67145,0,0.05042677,71,0,0.230346207,8000,13,0,1,0,0
100899,0,0.792046116,45,0,0.44392249,11920,15,0,2,0,2
30046,0,0.0758,27,0,0.632760267,4187,8,0,1,0,0
15059,0,0.059271117,61,0,0.210087768,9000,20,0,2,0,1
21647,0,0.079429192,52,0,0.197252208,11208,6,0,2,0,1
78375,0,0.00738321,79,0,52.71428571,27,7,0,1,0,1
70892,0,0.001387074,56,0,0.2841612,5334,11,0,1,0,3
122120,0,0.005153767,65,0,0.231596991,10500,14,0,1,0,0
74034,0,0.130535585,66,0,0.19900722,4431,6,0,1,0,1
110721,0,0.172869681,42,0,0.16079196,6666,7,0,1,0,1
138008,0,0.03232811,52,0,0.311148233,11373,14,0,2,0,1
42615,0,0.028133109,62,0,7970,NA,19,0,6,0,0
66845,0,0.094248429,41,0,0.444055594,10000,7,0,2,0,0
5580,0,0.774537577,28,0,0.055577769,2500,1,0,0,0,0
27896,0,0.039288559,42,0,0.504885253,4400,4,0,1,0,2
100187,0,0.03194518,38,0,2915,0,11,0,1,0,4
75211,0,0.070954979,70,0,0.713676353,3750,6,0,2,0,0
132570,0,0.141521462,85,0,0.027281817,7000,2,0,0,0,0
103707,0,0.00119994,60,0,0.106861642,8000,8,0,0,0,0
98087,0,0.564955863,56,0,0.966013595,2500,7,0,1,0,0
20727,0,0.951172626,30,0,2.707934482,4700,7,10,0,1,0
79537,0,0.116788186,35,0,0.142764691,7725,14,0,0,0,3
113228,0,1.137157107,48,0,20,NA,1,1,0,0,2
91731,0,0.41058828,28,0,0.161563922,4833,5,0,0,0,0
143416,0,0.02745565,87,0,60,NA,6,0,0,0,NA
85490,0,50708,55,0,0.221757322,38000,7,0,2,0,0
32229,0,0.105415569,43,0,0.244866628,5210,11,0,1,0,0
7886,0,0.180485705,37,0,0.099112611,8000,10,0,0,0,2
7858,0,0.028629812,54,0,38,NA,3,0,0,0,NA
125857,0,0.252754618,64,0,0.099354045,3250,7,0,0,0,0
25486,0,0.509777801,65,0,0.284874224,3060,5,0,0,0,0
27048,0,0.018323461,47,0,0.124125874,12583,5,0,1,0,3
145553,0,0.189587361,50,0,0.067932729,10583,9,0,1,0,0
6662,0,0,65,0,0.038370253,7583,8,0,0,0,0
102728,0,0.323541366,54,0,1970,NA,11,0,1,0,2
91823,0,0.9999999,30,0,0.046029051,5300,2,0,0,0,1
29602,0,0.056105148,66,0,1.001195522,9200,19,0,5,0,0
138044,0,0.129690091,87,0,0.881398885,1972,9,0,1,0,0
103914,0,0.072440161,43,0,0.043602329,8760,5,0,0,0,0
55534,0,0.072470675,68,0,1694,NA,9,0,2,0,0
106948,0,0,52,1,0.347127144,13000,7,0,1,0,1
15676,0,0.010359631,65,0,0.19054183,9430,13,0,2,0,0
118424,0,0.332446754,44,1,0.292769272,11298,20,0,10,0,0
62449,0,0.281935595,36,0,0.328616645,5370,5,0,1,0,0
66833,0,0.056941779,68,0,0.006306385,11416,3,0,0,0,0
24721,0,0.232759177,54,0,446,NA,6,0,0,0,0
2348,0,0.060837205,69,0,219,1,14,0,0,0,0
124278,0,0.9999999,53,1,0.068295391,1800,3,1,0,0,1
7534,0,0.283177346,42,0,0.031793641,3333,1,0,0,0,0
29903,0,0.024866156,87,0,0.002699055,5927,4,0,0,0,0
67590,0,0.725633983,44,0,2122,NA,5,0,1,0,0
70209,0,0.092706991,51,0,0.01487881,4166,4,0,0,0,0
20261,0,0.9999999,34,1,0.740110165,1996,6,0,1,0,1
50762,0,0.9999999,73,0,0,NA,1,0,0,0,NA
47238,0,0.017207616,58,0,833,NA,10,0,1,0,0
24028,0,0,37,1,0.358527331,9750,6,0,2,0,2
80342,0,0.9999999,34,98,0.010934083,3200,0,98,0,98,0
94740,0,0.153759921,70,0,0.322885707,3700,11,0,1,0,0
145674,0,0.997231195,46,3,0.324796848,4060,11,0,0,0,0
29041,0,0.098445078,67,0,2486,NA,7,0,4,0,0
149687,0,0,21,0,0.082795699,929,1,0,0,0,0
30178,0,0.701679897,41,0,0.463867466,3500,17,0,0,0,4
28644,0,0.021248845,82,0,0.106297901,3000,6,0,0,0,0
122298,0,1.006199587,43,0,0.433891527,4000,5,0,2,0,0
56098,0,0.788105011,58,2,1.629372833,3172,7,0,2,0,1
57359,0,0.757040493,48,0,0.223777495,5500,3,0,1,0,0
63900,0,0.274126004,46,0,0.36751705,7917,10,0,2,0,1
127390,0,0.9999999,52,0,0.46565624,3100,3,0,1,0,0
33197,0,0.235448664,58,0,928,NA,16,0,0,0,1
34583,0,0.221038948,62,0,0.353513317,11000,4,0,3,0,1
103542,0,0,43,2,0.391465933,7264,12,0,2,2,2
