X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
146317,0,0,38,0,0.19973545,3779,4,0,1,0,0
69560,0,0.12190368,60,0,0.225754849,5000,13,0,1,0,0
80703,0,0.018369235,32,0,0.464707059,5000,9,0,1,0,0
128442,0,0.953245349,50,0,0.131364405,6500,8,0,0,0,3
61736,1,0.043296127,52,0,0.773168184,6700,6,0,2,0,0
31796,1,0.089000547,65,0,0.079315708,4500,5,0,0,0,1
97013,0,0.540264367,50,0,0.235266439,8500,11,0,3,0,2
39690,0,0.038018661,32,0,1960,,11,0,1,0,0
3369,0,0.9999999,21,0,10,,0,0,0,0,
26608,0,0.304529513,62,2,0.31556148,3000,13,0,1,1,0
69243,0,0.9999999,62,1,363,,1,1,0,0,0
145387,0,0.525760311,58,1,0.443627716,9250,7,0,1,0,0
78114,0,0.095623459,37,0,1486,0,3,0,2,0,3
91202,1,0.438000442,47,4,0.629432151,3750,14,0,1,0,0
111003,0,0,89,0,0,,4,0,0,0,0
33839,0,0.9999999,35,0,0.373125551,3400,7,0,1,0,2
32751,0,0.062298306,46,1,0.125587117,8941,18,0,2,0,1
107324,0,0.636590428,29,1,0.391769356,4300,8,0,0,0,0
24650,0,0.030570992,58,0,8087,,18,0,3,0,3
103681,1,1.046869141,71,0,751,,3,0,0,0,0
146733,0,0.500491958,49,0,1391,,10,0,1,0,2
72458,0,0.048951049,24,0,1,0,1,0,0,0,1
124640,0,0.618256683,74,0,0.956404321,5183,13,0,3,0,0
35666,0,0.038065398,49,0,0.350672523,7285,8,0,1,0,3
146187,0,0.003542756,68,0,51,,8,0,0,0,0
70007,0,0.464144499,59,0,4001,,23,0,3,0,1
45178,0,0.411972535,61,0,0.142112125,2300,3,0,0,0,0
118543,0,0.111728815,46,0,2736,0,15,0,1,0,3
123850,0,0.029979482,49,1,0.193964931,7356,6,1,1,0,0
115027,0,0.633133364,41,1,0.274514747,3966,9,0,0,0,2
121031,0,0.9999999,27,0,0.169094544,3500,2,0,0,0,0
117833,0,0.082558349,72,0,1929,0,6,0,1,0,0
99963,0,0.9999999,36,0,468,,1,0,0,1,0
144889,0,0.015270604,72,0,80,,3,0,0,0,1
117167,0,0.429458615,57,0,0.76004897,4900,6,0,1,0,0
126485,0,0.072317084,53,0,0.125738524,6600,7,0,0,0,2
83347,0,0.01117151,54,0,0.248346729,9828,8,0,1,0,0
124476,0,0.003125722,60,0,1582,,14,0,1,0,1
42230,0,0.784511972,47,0,0.4916182,5845,10,0,1,0,2
46752,0,0.013113911,82,0,0.160967806,5000,7,0,2,0,0
143357,0,0.018051522,71,0,0.03028283,10500,52,0,0,0,0
138910,0,0.430706343,37,1,0.142294713,5333,9,0,0,0,0
90447,0,0.926271582,59,0,0.852098601,1500,4,0,0,0,0
34386,0,0.077998247,58,0,0.21921871,11800,8,0,1,0,2
65019,0,0.673460704,41,0,0.832655275,7373,13,0,3,0,0
61896,0,0.100685932,52,0,0.348331459,2666,12,0,0,0,0
14313,0,0.9999999,36,0,577,,4,0,0,0,0
129706,0,0.017779829,81,0,24,,4,0,0,0,0
24296,0,0.016016969,59,0,0.322994029,6866,10,0,3,0,1
11917,0,0.9999999,59,0,0.642366174,4800,7,0,2,0,3
134395,0,1.014160766,32,0,0.403880521,3916,8,0,1,0,1
38018,0,0.15902755,48,0,1.050379848,2500,13,0,1,0,0
88142,0,0.07730657,48,0,0.43160288,7916,19,0,1,0,2
44853,0,0,50,0,0,5250,4,0,0,0,1
65951,0,0.025506377,70,0,0.702025586,5627,9,0,1,0,0
35177,0,0.033815108,64,0,0.434010695,4674,5,0,1,0,0
23769,0,0.698405644,35,0,0.373862696,4835,5,0,1,0,0
146417,0,0.03360833,65,0,0.156612145,15100,8,0,2,0,1
23647,0,0.029899402,54,1,0.246686787,7620,8,0,1,1,3
37914,0,0,85,0,0,3000,4,0,0,0,0
40673,0,0.076691258,35,0,401,,12,0,0,0,0
105078,0,0.051360301,40,0,936,,4,0,1,0,2
22723,0,0.923802014,36,0,0.390335692,6642,8,0,1,0,0
59901,0,0.002727502,75,0,0.00095229,10500,14,0,0,0,0
38515,1,0.9999999,49,2,2808,,5,2,1,1,
56020,0,0.004712213,55,0,0.367106176,4322,11,0,1,0,0
105581,0,0.010511868,83,0,0.007248188,4000,7,0,0,0,0
1134,0,0.801764544,35,1,0.430314406,2130,5,0,0,1,2
76245,0,0.427391362,42,0,0.507518314,7780,9,0,2,0,0
19716,0,0.130469423,57,0,1.809911243,1351,10,0,1,0,0
64041,0,0.534273981,83,0,0.358656537,2500,7,0,0,0,0
147442,0,0.743490359,58,0,5835,,10,0,2,0,4
121066,0,0.732514743,70,0,0.745084972,3000,9,0,1,0,0
57221,0,0.9999999,72,0,30,,0,0,0,0,0
36673,0,0.685768177,42,0,5714,0,11,0,2,0,0
122397,0,0.006866209,63,0,0.313720622,12083,13,0,1,0,0
111396,0,0.638587191,40,0,0.465377885,12000,6,0,3,0,0
33489,0,0.017918012,45,0,1189,,10,0,1,0,0
30362,0,0.657707485,48,0,2751,,10,0,1,0,0
49938,0,0.548684818,36,0,0.226446837,2971,5,0,0,0,0
22209,0,0.023953946,61,0,0.005712925,4200,3,0,0,0,0
88407,1,1.006788817,40,1,0.463539248,6458,7,0,1,1,1
76309,0,0.289816124,55,1,1817,,7,0,1,0,0
125613,0,0,31,0,0.051438729,9000,3,0,0,0,0
29337,0,0.290275347,57,0,0.105528765,8916,9,0,1,0,0
93365,0,0,58,0,0.630552892,3128,9,0,1,0,0
88477,0,0.029979108,55,0,0.249246559,12276,11,0,2,0,0
77350,0,0.262539672,59,0,0.348507688,6633,21,0,1,0,1
22994,0,0.093392956,54,0,1.883509834,1321,10,0,2,0,0
89300,0,0.003714073,55,0,3258,,5,0,2,0,0
89367,1,0.886363636,52,2,0.068626129,7416,4,0,0,0,1
117712,0,0.24870052,23,0,0.598442714,898,3,0,0,0,0
57097,0,0.136356659,43,0,0.072081764,24166,4,0,1,0,2
141757,0,0.176561339,33,0,0.251291451,6000,6,0,1,0,1
34393,0,0.161374402,41,0,0.366572674,3900,8,0,2,1,2
79106,0,0.9999999,38,0,253,,2,1,0,0,1
104487,0,0,59,0,0.375249944,4500,8,0,1,0,0
68020,1,0.86141942,61,2,0.566165894,12513,16,0,2,0,1
106223,0,0.279900008,47,0,0.140242988,20000,7,0,2,0,2
72097,0,0.15879481,60,0,0.349410841,6364,8,0,2,0,2
105354,0,0.091325906,53,2,0.331666833,10000,13,0,3,0,2
128253,0,0.044383226,71,0,0.001606684,9335,6,0,0,0,0
119845,0,0.057585886,39,0,0.198948853,7800,3,0,1,0,0
2734,0,0.266489007,28,0,12,,2,0,0,0,0
47208,1,0.707265975,34,1,0.320714476,3750,7,0,0,0,1
124309,0,0.351239924,50,1,0.547218196,8968,12,0,1,0,1
75205,0,0.00662868,49,0,0.638040218,9000,17,0,3,0,0
77928,0,0.576329627,43,0,0.158526135,3500,3,0,0,0,1
50089,0,0.154271894,43,0,107,,8,0,0,0,0
116571,0,0.544439056,51,1,0.471451402,6882,10,0,1,0,3
66227,1,0.9999999,40,0,0.004218091,6400,1,1,0,0,3
63801,1,0.919970631,49,1,1.439755691,1800,9,1,1,0,3
39605,0,0.139996185,58,1,0.627946606,14083,12,0,4,0,2
78322,0,0.437093818,50,0,1663,,8,0,0,0,0
119232,0,0.006395534,72,0,0.337001119,5361,11,0,1,0,0
58864,0,0.14455287,66,0,0.188176763,6833,15,0,0,0,0
67921,0,0.913529154,66,1,0.550632022,14239,16,0,2,0,0
75275,0,0.000590257,53,0,0.380231017,5280,8,0,1,0,0
1622,0,0.041104587,28,0,0.3041988,3500,8,0,0,0,0
114927,0,0.014949626,44,0,234,,6,0,0,0,0
77698,0,0.059427398,75,0,1286,,7,0,1,0,0
31462,0,0.15490986,52,0,0.678412792,3376,10,0,2,0,2
105552,0,0,39,0,0.482724142,9000,6,0,2,0,2
123168,0,0.036591396,29,0,0.235004476,2233,11,0,0,0,0
35846,0,0.033737455,55,0,0.264342998,9725,11,0,2,0,0
137868,0,0.14862326,55,0,0.694196914,4600,7,0,2,0,1
8240,0,0.015699477,60,0,0.590939374,1500,3,0,1,0,0
131284,0,0.007043929,61,0,0.319177115,11325,10,0,2,0,0
128064,0,0.320161396,47,1,0.298680946,7656,8,0,1,0,2
23697,0,0.620476118,38,0,0.418306821,7417,11,0,1,0,0
22950,0,0.97349049,38,1,0.346055359,8200,6,0,1,0,0
65920,0,0.9999999,22,0,0.083260298,1140,1,0,0,0,0
132398,1,0.9999999,27,0,0.014520202,1583,1,0,0,0,1
35438,0,0.832172069,52,3,0.457541568,3367,10,1,2,0,1
139827,0,0.319253572,72,0,369,,9,0,0,0,0
7913,1,0.39005545,28,1,398,,7,0,0,0,
82889,0,0.180109767,45,0,0.441990235,4300,12,0,1,0,0
37392,0,0.00033087,79,0,0.618876941,836,8,0,1,0,0
97252,0,0.9999999,63,0,0.925087429,5432,4,0,2,0,0
101911,0,0.00382739,69,0,0.154611152,15082,7,0,1,0,1
55021,0,0.083752768,40,0,0.359934557,5500,5,0,1,0,1
11826,0,0.018517803,59,1,0.33451273,13000,18,0,5,0,0
72114,0,0.374997047,58,0,0.31237721,4580,17,0,0,0,2
122488,0,0.072613523,56,0,1158,,6,0,1,0,2
32833,0,0.048124248,54,0,0.291068082,1600,11,0,1,0,0
92787,0,0.169201621,59,0,0.207958792,9900,9,0,2,0,1
10258,0,0.007099858,60,0,0.634423898,2108,9,0,1,0,0
85016,1,0.608330659,59,1,1878,,12,0,0,0,0
140033,0,0.225840768,31,0,0.870376541,3000,11,0,1,0,0
14146,0,0.380130802,52,0,0.460422636,5583,6,0,2,0,3
37181,0,0.06252882,52,0,0.422993019,4583,19,0,2,0,2
57123,0,0.95830417,43,0,0.111428571,3499,3,0,0,0,0
43198,0,0.118867571,70,0,1.176548967,1500,6,0,2,0,3
115146,0,0,83,0,0,5100,2,0,0,0,0
139346,0,0,21,0,0,820,2,0,0,0,0
71089,0,0.9999999,28,0,0.938359017,2400,4,0,1,0,0
95778,0,1.00779844,57,0,0.506335891,5602,6,0,2,0,0
29230,0,0.609341523,36,0,0.141295654,3750,3,0,0,0,0
137501,0,0,37,0,0.24045646,7360,3,0,1,0,5
114337,0,0,29,0,0.143115287,2766,11,0,0,0,0
90692,0,0.071271016,39,0,0.568250481,3640,10,0,2,0,0
134038,0,0,63,0,0,,2,0,0,0,
91839,0,0.532746725,46,0,0.296694589,8833,10,0,2,0,1
27206,0,0.003482639,35,0,0.000829187,3617,2,0,0,0,0
54462,0,0.9999999,52,0,0.385480726,6666,10,0,2,0,2
146442,0,0.650412188,47,0,1346.5,1,6,0,0,0,0
146250,0,0.597828328,53,0,0.077496274,3354,3,0,0,0,0
41525,0,0.006188569,70,0,0.082180523,7300,12,0,1,0,0
20176,0,0.579551398,55,0,0.081129872,9416,5,0,0,0,0
80401,0,0.223876515,57,0,1997,,10,0,1,0,0
47179,0,0,77,0,0,,5,0,0,0,
143044,0,0.023534959,59,0,0.135197067,6545,10,0,1,0,0
129055,0,0.144582545,54,0,1160,,9,0,2,0,0
7201,0,0.014550824,54,0,0.180179756,21250,16,0,4,0,1
114596,0,0.014720588,82,0,68,0,6,0,0,0,0
48323,0,0.906283749,55,0,2205,,6,0,1,0,
89308,0,0.9999999,86,0,0,,4,0,0,0,0
102389,0,0,47,0,0.294502618,4583,5,0,1,0,0
128982,0,0.23678074,44,0,0.713084853,6304,13,0,2,0,0
130330,0,0.019203502,80,0,0.111955218,5001,8,0,1,0,0
111708,0,0.287720007,31,0,1900,,7,0,1,0,0
16738,0,0.198082096,45,1,0.106402618,11916,15,0,0,0,0
48302,0,0.016247061,71,0,0.249928592,3500,11,0,2,0,0
61238,1,0.849236913,44,2,0.43188446,7200,11,3,2,4,0
95957,0,0.9999999,49,0,2.141742523,768,5,0,1,0,0
29496,0,0.087456676,59,0,0.371136791,7441,16,0,2,0,0
12448,0,0.009359251,28,0,0.011995202,2500,4,0,0,0,0
128015,0,0.060493895,51,0,0.078603292,6500,3,0,0,0,3
31511,0,0.101882488,74,0,0.223243753,8483,23,0,2,0,0
130641,0,0.217556489,82,0,0.104074402,4515,6,0,0,0,0
85652,0,0.32155948,23,0,0.167563413,1300,2,0,0,0,0
123814,0,0.037230133,54,0,807,,12,0,1,0,
24397,0,0.031647192,38,0,0.212006382,5013,8,0,2,0,3
134048,0,0.910363571,43,3,0.186156174,28416,12,0,3,1,2
7916,0,0.9999999,22,0,29,,0,0,0,0,0
56248,0,0.214348881,67,1,0.280395311,8701,11,0,2,0,1
111808,1,0.9999999,63,2,0.600337268,3557,10,0,2,0,0
111414,0,0.024066437,40,0,0.233595801,8000,9,0,2,0,1
57118,0,0.084627125,69,0,0.192229039,4400,5,0,0,0,1
116106,1,0.068908696,46,1,2830,,5,0,2,0,0
121989,0,0,67,0,0.036237136,6898,6,0,1,0,0
76080,0,0.131758613,43,0,1130,,10,0,0,0,0
135637,0,0.318015336,38,0,0.446901517,3888,20,0,1,0,4
26957,0,0.044893555,73,0,0.652789342,1200,7,0,1,0,0
32222,0,0.090440201,64,0,0.466723793,3500,9,0,1,0,1
92531,0,0.063446088,65,0,2427,,6,0,2,0,
72692,0,0.437464764,52,1,0.288420331,11666,9,0,2,0,2
10477,0,0,51,0,1361,,5,0,1,0,1
60222,0,0.245754246,21,0,7,,1,0,0,0,
53040,0,0.066380242,59,0,0.135972805,5000,9,0,1,0,1
12667,0,0.183507719,57,0,3061,,4,0,1,0,
11650,0,0.635436456,29,0,0.250610975,4500,3,0,1,0,2
8082,0,0.089146154,62,1,3697,,9,0,2,0,0
94948,0,0.169468121,36,0,3949,1,4,0,2,0,0
2706,0,0.026920986,50,0,0.217365623,11850,18,0,1,0,3
101818,0,0.864584903,58,0,0.251105531,45000,25,0,3,0,2
105736,0,0.626794978,62,0,0.328674778,6081,17,0,2,0,0
25293,0,0.096633735,33,0,0.551224388,2000,8,0,1,0,0
118175,0,0.296372282,36,0,0.443001956,5622,9,0,1,0,1
11752,0,0.257685579,52,1,0.244116654,8880,7,1,1,2,3
87938,1,0.316467895,37,0,0.708876098,3300,4,0,1,0,2
147539,0,0.943441473,43,0,4078,,12,0,2,0,1
63576,0,1171,87,0,43,,4,0,0,0,0
122860,0,0.118790497,30,0,578,0,8,0,0,0,0
149092,0,0.9999999,67,0,0,,1,0,0,0,0
83697,0,0.013559414,87,1,0.002360128,7202,7,0,0,1,0
33607,0,0,36,0,3481,,3,0,1,0,0
12394,0,0.022748359,71,0,0.012658228,1500,2,0,0,0,0
24938,0,0.053501024,68,0,0.127696043,7000,7,0,1,0,1
81064,0,0.065825929,61,0,2.771228771,1000,6,0,1,0,0
22734,1,0.091958002,88,3,0.328722093,7300,10,2,1,1,0
116411,0,0.081791821,76,0,24,,1,0,0,0,
83666,0,0.078946476,53,0,0.229875261,12906,6,0,1,0,2
17261,0,0.104924855,49,0,2644,,7,0,1,0,0
71747,0,0.121981629,38,0,0.240625247,12666,8,0,1,0,0
55783,0,0.9999999,51,0,2581,,11,0,1,0,4
21738,0,0.033404202,48,0,0.404935784,3970,10,0,1,0,1
119907,0,0.529852923,50,0,0.412044751,4200,10,0,1,0,3
72294,0,0.750205086,41,2,0.258373206,5433,7,0,0,0,1
73722,0,0.04392952,63,0,0.388159184,5100,14,0,2,0,0
3409,0,0.770027056,31,2,0.457159287,1738,10,0,1,0,1
10777,0,0.123013466,58,0,0.029157667,8333,4,0,0,0,0
144087,0,0.51736949,51,0,0.320445672,10500,9,0,1,0,0
42364,0,0.541179412,47,0,0.278817312,7000,10,0,2,0,2
32485,0,0.12694268,73,0,5151,,19,0,4,0,1
141986,1,0.92161148,42,3,0.180699989,8942,13,1,0,2,0
32106,0,0.379562044,62,0,0.821756895,1957,6,0,2,0,0
132027,0,0.001502424,58,0,0.598066422,11170,22,0,10,0,2
21057,0,0.087415453,59,0,0.17855119,21175,8,0,1,0,1
26841,0,0.9999999,34,0,0.335738801,11362,3,0,2,0,1
40699,0,0.009910272,38,0,1.275766977,2900,15,0,2,0,0
137472,0,0.4688064,39,0,0.699357296,4200,6,0,2,0,3
62754,0,0.030453532,47,0,0.710153368,5150,13,0,2,0,0
148253,0,0.205343573,50,0,0.452903048,7250,4,0,2,0,0
60865,0,0.766660513,43,0,0.431174314,9000,8,0,1,0,5
50002,0,0.228692356,72,0,2982,,10,0,2,0,0
145784,0,0.27623779,56,0,0.550030533,11462,10,0,3,0,0
58751,0,0.9999999,37,0,0.997333778,6000,5,0,3,0,2
98040,0,0.361758827,30,1,0.003999,4000,3,0,0,0,0
122350,0,0.274614944,50,0,0.662482566,5018,17,0,1,0,0
123441,0,0.430652312,42,0,0.739112021,14166,10,0,4,0,2
865,0,0.276593085,62,0,0.121835693,19000,8,0,1,0,0
148745,0,0,48,0,0.236901366,6660,3,0,1,0,2
144083,0,0.68224553,55,0,0.398306082,8500,12,0,3,0,1
103302,0,0.00074697,56,0,0.262684329,4000,9,0,0,0,0
48863,0,0.460835685,51,1,0.304985337,3750,11,0,0,0,2
122307,0,0.19030289,74,0,0.258414308,7100,13,0,1,0,1
13557,0,0.03525713,63,0,0.287496429,10500,27,0,2,0,0
105244,1,0.498985396,43,1,0.55786005,5158,14,0,1,0,3
12265,0,0.546873935,55,0,0.452236184,7400,11,0,2,0,2
108415,0,0.033444432,57,0,0.523895221,5000,9,0,2,0,0
131446,0,0.002105017,27,0,0.143952016,3000,3,0,0,0,0
8331,0,0.038198473,29,0,557,,6,0,0,0,0
81869,0,0.001730436,56,0,826,,3,0,0,0,0
37390,0,0.415624806,46,0,0.518142415,8074,9,0,1,0,1
26481,0,0.019999206,53,0,0.18313253,8299,6,0,1,0,1
80302,0,0.92983094,39,1,0.336532693,3333,8,0,1,0,3
67757,1,1.070679073,61,0,488,,9,0,0,0,0
61122,0,0.619938728,57,0,0.230961028,18448,10,0,2,0,1
115168,0,0.114956707,65,0,0.04150998,6913,8,0,0,0,0
35273,0,0.127025722,33,0,0.532376748,5435,6,0,2,0,1
116963,0,0.9999999,40,1,0.022977023,1000,0,0,0,0,0
149548,0,0.068594772,52,0,0.091173436,10660,7,0,1,0,2
72855,0,0.86115993,51,4,2137,,17,0,1,0,1
96948,0,0.9999999,33,0,0.144015131,3700,2,2,0,0,0
86294,0,0,52,0,0.822870852,2500,8,0,1,0,0
95528,1,1.209580838,53,0,18,,2,2,0,0,0
146989,0,0.608778203,39,0,0.346413397,4000,5,0,0,0,3
42995,0,0.04519548,40,0,0.086652225,6000,5,0,0,0,0
122787,1,0.67555272,34,2,0.119320076,9000,15,0,0,0,1
61824,0,0.002618134,53,0,1149,,6,0,1,0,0
9969,0,0,48,1,5090,,6,0,4,0,0
7753,0,0.018846615,55,0,0.478309859,5324,10,0,2,0,0
132251,1,0.9999999,25,0,0.2951438,2120,4,1,0,0,0
90665,0,0.252477668,47,0,169,0,2,0,0,0,0
60012,0,0.012499688,80,0,0.002307337,6500,5,0,0,0,0
81061,0,0.00369963,63,0,0.002329795,3862,5,0,0,0,0
598,0,0.024100447,86,0,0.010791367,2223,6,0,0,0,0
7812,1,0.344823292,36,0,0.500499833,3000,17,0,1,0,0
102681,0,0.03474171,49,0,0.12224618,10666,5,0,1,0,0
90032,0,0.332060652,46,0,0.727775658,5241,12,0,2,0,0
4673,0,0.504657109,75,0,0.300789853,52667,30,0,10,0,0
134161,0,0.236607346,53,0,0.641124429,7007,22,0,1,0,3
55226,0,0.016655295,67,0,0.124189653,7866,8,0,1,0,0
32099,0,0.003339933,43,0,0.273590801,8000,6,0,1,0,2
21255,0,0.102189781,33,0,0.051990547,5500,3,0,0,0,0
105427,0,1.006578601,50,2,1.308075773,3008,9,0,2,0,2
64858,0,0.004888708,73,0,458,,5,0,1,0,
85868,0,0.9999999,69,2,0.498677637,3402,4,0,1,2,0
110772,0,0.153919875,37,0,0.431991581,3800,8,0,1,0,2
33415,0,0.05537327,55,0,0.256744714,12342,12,0,1,0,0
133746,0,0.9999999,45,0,0.498627402,4006,4,0,1,0,2
57271,0,0.065525339,30,0,0.656510355,4200,12,0,1,0,0
38511,0,0.014862113,61,0,23,,5,0,0,0,0
124398,0,0.035346911,67,0,0.249846814,13055,13,0,4,0,1
50969,0,0.9999999,28,0,31,,0,1,0,0,0
122213,0,0.012738078,73,0,50,,8,0,0,0,0
88252,0,0.137216954,27,0,0.791836735,734,5,0,0,0,0
54915,0,0.002469377,88,0,0.000792812,3783,5,0,0,0,0
82119,0,0.06981039,66,0,0.021712218,10500,13,0,0,0,0
107895,0,0.001939572,38,0,1177.5,1,4,0,1,0,0
29803,0,0.9999999,38,0,0.477927652,3261,3,0,1,0,0
117248,0,0.557020722,28,1,0.316044595,2062,7,0,0,0,1
34287,0,0.19047619,49,0,0.11447679,5083,17,0,0,0,0
110128,0,0.007475834,32,0,0.000769083,5200,2,0,0,0,0
114695,0,0.125675804,65,0,0.124556738,2255,10,0,0,0,0
105051,0,0.251027357,54,1,0.098431921,6440,20,0,1,0,1
83461,0,0.018245852,62,0,2886,,8,0,1,0,0
81612,0,0.147945253,65,0,3434,,11,0,3,0,1
10326,0,0.011628216,61,0,1506,,11,0,1,0,0
87530,0,0.015998769,25,0,0.047384008,2025,15,0,0,0,0
74263,0,0.04159577,71,0,46,0,6,0,0,0,0
140491,0,0.303038493,41,0,0.159878161,14116,7,0,1,0,4
49646,0,0.815915628,33,0,1.247160382,2200,9,0,2,0,0
93241,0,0.057786316,39,0,0.581385643,4791,7,0,2,0,0
148926,0,0.9999999,80,0,0,,2,0,0,0,
126184,0,0.400254534,51,0,0.336793835,15700,6,0,3,0,3
31615,0,0,26,0,1,,2,0,0,0,
53059,0,0.00119996,74,0,0.765778126,5101,9,0,5,0,0
114620,0,0.457439022,50,0,0.456851885,5596,7,0,1,0,0
48056,0,0.874868125,30,0,0.982003272,5500,18,0,2,0,0
91552,0,0.076709702,79,0,66,,7,0,0,0,0
142882,1,0.774225774,62,3,0.80062098,4508,9,3,2,3,0
132386,0,0.00869913,45,0,0.059242489,21200,9,0,1,0,3
102194,0,0.003231756,56,0,0.669628971,4500,15,0,2,0,0
124770,0,0.004866446,50,0,1660,,6,0,1,0,0
24744,0,0.104844592,42,0,0.026394721,5000,5,0,0,0,0
98743,0,0.05752901,34,0,1750,,8,0,1,0,0
138278,0,0.083685757,55,0,5901,,10,0,2,0,3
62275,0,0.975557366,48,0,0.392934511,6000,7,0,1,0,0
144070,0,0.430518127,38,0,0.658169432,9100,7,0,5,0,2
20484,0,0.651646948,59,0,5520,,8,0,2,0,0
15,0,0.019656581,76,0,477,0,6,0,1,0,0
29422,0,0.131093445,60,0,0.081574353,6300,10,0,1,0,2
98981,0,0.020165859,66,0,0.321136049,9400,8,0,1,0,1
12279,0,0.006168032,66,0,1698,,10,0,3,0,0
57705,0,0.004868908,74,0,0.17946388,2200,24,0,1,0,0
62278,0,0.343075404,64,0,0.315112326,15000,8,0,1,0,0
122022,0,0.436151872,47,0,0.168089936,9250,4,0,1,0,0
61010,1,0.9999999,25,0,0.029356652,1600,1,2,0,0,1
129085,0,1073,31,0,21.46341463,40,4,0,1,0,0
87994,0,0.016225365,68,0,1.812661499,773,8,0,1,0,0
99092,1,0.983708568,60,1,0.578915572,6620,16,0,1,2,0
67086,0,0.385354973,61,0,0.290856571,9000,10,0,1,0,0
144930,0,0.028443812,61,0,0.269230769,4471,6,0,1,0,0
125225,0,0.053302433,32,1,0.192228193,2418,9,1,0,0,2
140543,0,0.903026209,64,0,0.691940829,12370,28,0,5,0,0
92499,0,0.374048404,31,0,0.305243875,4366,3,0,1,0,2
62927,1,0.633736626,36,0,0.63549677,3250,10,0,1,0,0
8737,0,0.004699883,61,0,1373,,13,0,1,0,0
5868,0,0.216164844,63,0,0.259771705,2890,11,1,0,0,0
113495,0,0.081679506,64,0,2499,,5,0,1,0,0
66884,0,0.003076734,45,0,0.109241908,4695,5,0,0,0,1
10396,0,0.930027989,29,0,0.333833083,2000,4,0,0,0,0
80561,0,0.014636054,62,0,866,0,12,0,1,0,0
91197,0,0.17883271,34,0,0.500932587,3752,10,0,1,0,0
37393,0,0.306022462,46,0,0.950719688,4098,12,0,2,0,1
65389,1,0.93624527,44,2,0.363120691,11458,12,1,1,0,3
55193,0,0.049565014,79,0,44,,7,0,0,0,0
22560,0,0.758942581,38,0,0.436170922,15000,9,0,2,0,0
77440,0,0.9999999,64,0,0.393746592,5500,5,0,1,0,0
88870,0,0.005958927,59,0,0.613328013,2505,11,0,0,0,0
92779,0,0.059117635,65,0,0.336028263,14718,13,0,3,0,0
105116,0,0.160330745,48,2,0.226103186,7500,7,0,1,0,0
50194,0,0.161111912,68,0,0.464124294,3539,11,0,1,0,0
46371,0,0.281406354,67,0,0.616139586,1833,11,0,0,0,0
67616,0,0.031006466,57,0,0.112275021,10500,33,0,2,0,0
47153,0,0.032854535,40,0,0.056990502,6000,8,0,0,0,3
65815,0,0.132242238,41,0,0.110499335,15800,5,0,1,0,2
37837,0,0.209663881,58,0,0.253262983,3600,8,0,1,0,0
108208,0,0,41,0,0.092981404,5000,4,0,0,0,0
129581,0,0,61,0,5729,,9,0,2,0,0
65507,0,0.045686191,64,0,10091,,9,0,3,0,0
21993,0,0.485682968,48,0,0.161805732,7885,13,0,1,0,0
53277,0,0.022285388,58,0,3068,,11,0,1,0,1
69196,0,0.069530461,51,0,734,,12,0,0,0,0
133155,0,0.9999999,50,0,0.170798898,2540,2,0,0,0,1
97158,0,0.116324886,54,0,0.308917197,10047,7,0,1,0,1
108139,0,0.008945444,51,0,41,,12,0,0,0,0
63461,0,0.316683317,24,0,274,,1,0,0,0,0
112080,0,0.030526899,64,0,0.296198055,7916,12,0,2,0,0
34211,0,0.280387652,80,0,0.152387809,4166,11,0,0,0,0
41820,0,0.095732801,57,0,0.351359426,6693,13,0,1,0,0
4691,0,0.213119935,86,0,1370,,12,0,0,0,
121331,0,0.538059532,31,0,0.128715571,3666,8,0,0,0,1
72795,0,0,48,0,0,,8,0,0,0,1
74327,0,0.028339531,75,0,1667,,11,0,1,0,0
56433,1,0.390466599,49,0,6626,,20,0,4,0,0
94167,0,0.089960365,42,0,2248,,6,0,1,0,0
66704,0,0.21844451,63,0,3583,,9,0,2,0,0
73100,0,0,58,0,0.33760734,8500,6,0,1,0,1
99039,0,0.028771204,84,0,0.011995638,5501,8,0,0,0,0
122249,0,0.038830097,76,0,0.107763899,4082,5,0,1,0,1
64317,0,0.002757561,60,2,0.801654904,4108,11,0,2,0,0
8266,0,0.9999999,57,0,0.161502966,1516,1,0,0,0,0
42535,0,0.005485401,43,0,0.482919513,6000,14,0,2,0,0
89291,0,0.010474738,85,0,11,,3,0,0,0,0
118537,0,0.003811177,65,0,1.998765432,809,5,0,2,0,0
20644,0,0.279696822,56,0,0.278229569,7500,8,0,1,0,0
3306,0,0.00114793,64,0,0.000253936,3937,8,0,0,0,0
10597,0,0.234955479,63,0,0.374574347,6166,12,0,2,0,0
90477,0,0.019283006,63,0,0.416265383,7475,7,0,1,0,0
35366,0,0.116790461,51,1,0.402452089,8400,20,0,2,0,1
2841,0,0.547137342,49,0,0.659678643,14500,6,0,3,0,3
122360,0,0.00960377,48,0,0.002239642,6250,5,0,0,0,0
1782,0,0.059627208,63,0,639,,6,0,0,0,1
2754,0,0.506915514,66,0,0.147426393,4720,5,0,0,0,0
81143,0,0.054677735,40,0,777,,3,0,1,0,1
142082,0,0.062214033,46,0,1.022488756,2000,13,0,2,0,0
