SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
n,0.040422872,49,0,0.018181582,77000,11,0,1,0,1
n,0.01379954,75,0,0.274545091,5000,4,0,2,0,0
n,0.703167083,55,0,0.174802291,11000,12,0,0,0,0
n,0.567606175,32,2,1.332267093,2500,5,0,1,0,3
n,0.018423396,42,0,0.000359809,22233,2,0,0,0,0
n,0.994125566,40,0,1594,,9,0,2,0,0
n,0.9999999,22,98,0,,0,98,0,98,0
n,0.512274386,58,0,2427,,4,0,1,0,
n,0.084244735,79,0,0.383677532,4018,7,0,1,0,0
n,0.242410554,59,0,3149,,11,0,1,0,2
n,0.027382016,65,0,0.126275642,9700,5,0,1,0,1
n,0.866966109,44,5,0.437642519,5700,20,1,1,2,0
n,0.895161474,49,0,0.387428881,11072,9,0,1,0,0
n,0.868065967,35,7,0.345936156,4416,14,0,2,3,1
n,0.9999999,57,0,0,,0,0,0,0,0
n,0.9999999,51,1,106,,0,0,0,0,0
n,0.081686933,55,0,1.025374856,2600,11,0,1,0,0
n,0.016084422,68,0,0.790806129,1500,7,0,1,0,0
n,0.031793641,33,0,0.000727141,5500,2,0,0,0,0
n,0.235705461,69,0,0.321709079,6365,14,0,1,0,0
n,0.483402128,60,1,0.781801963,5604,28,0,2,0,2
n,0.280937648,56,1,0.429009977,18241,39,0,4,0,2
n,0,22,1,0,,2,0,0,0,0
n,0.446919616,64,0,0.087729816,5003,7,0,0,0,0
n,0.152538266,48,0,0.361194931,3313,5,0,1,0,2
n,0.031253472,61,0,0.017965807,3450,9,0,0,0,0
n,0.9999999,61,0,0.440383737,4377,4,0,1,0,0
n,0.020653689,60,0,0.103547459,7300,9,0,1,0,1
n,0.007702633,49,0,0.437520826,3000,11,0,1,0,0
n,0.031039321,81,0,0.011836914,2280,3,0,0,0,0
n,0.069032157,43,1,0.380534415,18000,9,0,2,0,3
n,0.564553523,31,0,0.533081933,5833,12,0,2,0,1
n,0.530529398,41,0,0.325030804,11361,12,0,1,0,3
n,0,45,0,0.055833152,9205,6,0,0,0,2
n,0.108844558,61,0,0.117392914,8100,2,0,1,0,0
n,0.106963101,35,0,3075,,11,0,2,0,2
n,0.566077564,68,0,0.514451918,5500,10,0,1,0,0
n,0.9999999,33,0,0.668147737,3600,8,0,1,0,3
n,0.375541486,42,0,0.339332134,5000,10,0,1,0,0
n,0.426388468,66,0,0.623262619,4100,11,0,1,0,0
n,0.167740502,39,0,0.364211929,3000,3,0,1,0,1
n,0,43,0,0,,3,0,0,0,
n,0.163371307,39,1,0.507319414,4166,17,0,1,0,2
n,0.9999999,40,0,0.478504299,5000,7,0,2,0,0
n,0.193284256,54,0,0.316192702,7700,14,0,1,0,2
n,0.9999999,25,0,0.122798667,2100,1,0,0,0,0
n,0.166752523,42,0,0.502252252,3995,4,0,1,0,0
n,0,79,0,0,,4,0,0,0,
n,0.319131161,72,0,0.037362855,10116,4,0,0,0,0
n,0.02919441,68,0,0.457344775,1980,6,0,2,0,1
n,0.962018991,35,2,0.641556587,2800,11,0,1,0,0
n,0.173577991,56,0,0.221165569,4100,17,0,0,0,1
n,0.146519124,64,0,2.551383399,1517,13,0,3,0,0
n,0.213337225,51,0,0.358840842,8833,11,0,2,0,1
n,0.06102471,43,0,0.299241497,12260,7,0,2,0,3
n,0.014756024,32,0,2.14985015,1000,5,0,1,0,0
n,0.227335453,72,0,0.146550493,7000,6,0,0,0,0
n,0.406459746,34,1,0.386485089,5800,14,2,1,0,3
n,0.002678784,73,0,0.001782531,2804,4,0,0,0,0
n,0.089854871,69,0,117,,3,0,0,0,
n,0,47,0,0.13134589,8016,4,0,1,0,0
n,0.501016178,48,1,0.05963467,5583,4,0,1,0,1
n,0.25389671,58,0,1.008893579,6633,30,0,5,0,0
n,0.93277092,55,1,0.322370799,8300,8,0,1,0,1
n,0.353152913,37,0,0.614278197,5700,7,0,1,0,0
n,0.165699907,70,0,0.212428857,6500,5,0,1,0,1
n,0.133460139,61,0,0.378575903,4788,11,0,1,0,0
n,0.966413496,66,8,0.672762104,5741,10,1,1,0,0
n,0.9999999,72,0,905,,5,0,1,0,0
n,0.9999999,29,0,0.089720584,3900,1,0,0,0,0
n,0.9999999,44,3,14.28358209,200,6,0,1,0,2
n,0.003799873,37,0,1102,,5,0,1,0,0
n,0.072010032,44,0,0.286554523,8500,23,0,1,0,2
n,1.147005445,54,1,441,,5,1,0,1,2
n,0,39,0,3182,,6,0,1,0,2
n,0.021106506,74,0,56,,12,0,0,0,0
n,0.879890065,41,0,1076,,3,0,0,0,0
n,0,57,0,364,,5,0,0,0,0
n,0.029003074,47,0,0.38320802,3989,12,0,1,0,2
n,0,64,0,0.065793676,3130,7,0,0,0,0
n,0.582046177,40,0,2468,,5,0,1,0,0
n,0.652758743,36,0,0.088903171,4667,4,0,0,0,0
n,0.058878128,47,0,0.563138448,4600,28,0,2,0,0
n,0.217267086,53,0,0.173495755,2708,9,0,0,0,0
n,0.227420761,29,0,0.113660282,4750,11,0,0,0,0
n,0.252373813,44,0,0.00367287,4083,3,0,0,0,0
n,0.053776284,63,0,0.229560871,2800,4,0,1,0,0
n,0.374750033,41,0,0.206541219,4463,6,0,0,0,1
n,0,58,0,1819,,5,0,1,0,0
n,0.105212225,57,0,2270,,5,0,1,0,0
n,0.030713554,47,2,0.60340643,23484,19,0,9,0,2
n,0.517219885,30,0,0.29895502,2200,6,0,0,0,0
n,0.60681088,39,0,0.630291427,4700,6,0,1,0,3
n,0.012359753,74,0,0.182658059,8983,6,0,2,0,0
n,0.005074356,60,0,13,,9,0,0,0,
n,0.319178624,40,0,0.736661067,12500,10,0,3,0,1
n,0.723104457,38,0,1.881412392,1500,6,0,1,0,1
n,0.276221037,36,0,0.539596889,6300,11,0,1,5,2
n,0.471866467,36,0,0.445589448,2425,7,0,0,0,0
n,0.046567123,31,0,0.058109748,7416,4,0,0,0,0
n,0.003157729,27,0,12.5,7,7,0,0,0,0
n,0.040687985,46,0,54,,2,0,0,0,0
n,0,55,0,0.119410086,2101,5,0,0,0,0
n,0,66,0,0.374375089,7000,11,0,1,0,0
n,0.969335378,81,0,2647,,10,0,1,0,0
n,0.548897496,52,0,2657,,11,4,1,0,1
n,0.9999999,32,0,0.149651621,3300,2,1,0,1,0
n,0.745149819,33,0,0.593057851,3024,7,0,0,0,0
n,0.03016164,28,0,7,,5,0,0,0,0
n,0.971792188,52,0,0.76123817,5071,15,0,1,0,1
n,0.014740956,61,0,1066,,10,0,1,0,0
n,0.331313208,42,0,0.396027564,7400,8,0,4,0,4
n,0.09930769,75,0,0.276605199,4500,9,0,1,0,0
n,0.020658285,58,0,0.185027648,11754,13,0,1,0,1
n,0.353032767,38,0,0.084890464,6207,6,0,0,0,0
n,0.26871641,40,0,0.305051254,8096,7,0,2,0,2
n,0,49,0,0.151983395,8671,5,0,1,0,0
n,0.019400617,93,0,0.00539892,3333,4,0,0,0,0
n,0.835620845,53,0,0.349178404,6815,18,0,1,0,0
n,0,65,0,155,,5,0,1,0,0
n,0.012890846,53,0,0.061196345,5800,14,0,0,0,0
n,0.201949513,54,0,0.005428054,10500,2,0,0,0,1
n,0.9999999,55,1,0.495262566,6226,8,1,2,1,1
n,0.043205917,88,0,0.343552149,3000,3,0,1,0,0
n,1.53577371,33,1,0.147617461,3000,3,0,0,1,0
n,0.5405702,60,0,0.62556801,3300,11,0,2,0,2
n,0.372375375,64,0,0.146878009,13500,3,0,1,0,0
n,0.645798364,46,0,0.388574127,4235,7,0,2,0,0
n,0.9999999,76,0,0.729821995,4100,6,0,2,0,2
n,0.247646029,29,0,0.068551741,8416,7,0,0,0,0
n,0.058823529,23,0,0.026578073,300,2,0,0,0,0
n,0.063595868,61,0,0.337545325,9100,15,0,2,0,0
n,0,49,0,0.10568409,3500,3,0,0,0,1
n,0.098464881,45,0,0.158130994,4900,9,0,1,0,2
n,0.032756984,56,0,90,,8,0,0,0,0
n,0.023464572,63,0,0.149350649,1539,13,0,0,0,0
n,0.932465743,52,0,0.423420944,21800,13,0,2,0,1
n,0.130496375,40,0,0.299560059,7500,8,0,1,0,2
n,0.18484063,50,0,0.222377753,10715,19,0,0,0,1
n,0.011498563,77,0,0.001998002,1000,1,0,0,0,0
n,0.067617682,68,0,0.306625783,7500,17,0,1,0,0
n,0.591788274,81,1,1.009516041,3677,11,0,1,0,0
n,0.201262362,56,0,0.37980887,4080,10,0,1,0,2
n,0.9999999,31,98,0,,0,98,0,98,0
n,0.667636201,57,0,0.286465375,19970,18,0,1,0,3
n,0.017664704,65,0,4,,3,0,0,0,0
n,0,83,0,0,,5,0,0,0,0
n,0.091297876,53,0,0.233882449,9833,11,3,1,0,1
n,0,45,0,0.215373012,14583,12,0,1,0,2
n,0.9999999,31,0,0.041016753,1730,2,0,0,0,2
n,0.26997674,59,0,1601,,9,0,1,0,0
n,0.033515256,55,0,0.008440047,3435,3,0,0,0,3
n,0.01599966,76,0,0.005279578,4166,3,0,0,0,0
n,1.026394721,44,0,0.494819124,5500,7,0,1,0,1
n,0.016110753,34,0,0.34253819,1701,4,0,0,0,0
n,0.180748015,55,0,839,0,17,0,0,0,0
n,0.110462985,57,0,0.064993501,10000,6,0,0,0,3
n,0.079848423,59,0,0.270257215,8280,9,0,1,0,0
n,0,46,1,0.269487009,3001,2,0,1,0,0
n,0.002124734,73,0,3256,,9,0,1,0,
n,0.006749663,80,0,22,,2,0,0,0,0
n,0,60,4,0.451902953,12900,16,1,7,0,2
n,0.112459169,74,0,50,,1,0,0,0,0
n,0.125061925,49,0,0.361694391,11000,11,0,2,0,1
n,0.856531944,38,0,1.636203246,2833,9,0,2,0,1
n,0.046594092,65,0,0.07584032,13000,7,0,1,0,1
n,0,40,0,0.454624973,4572,9,0,2,0,0
n,0.375340806,51,3,0.541422936,7350,9,0,2,0,0
n,0.011883155,70,0,0.001333156,7500,5,0,0,0,0
n,0.002159914,80,0,1,,3,0,0,0,
n,0,69,0,0.407748578,3690,10,0,3,0,0
n,0.185187654,43,0,0.055195584,12500,5,0,1,0,2
n,0.171994708,69,1,0.522139413,2280,13,0,1,0,0
n,0.39441958,47,0,0.461083135,11318,10,0,4,0,4
n,0.9999999,53,0,0,2329,0,1,0,0,0
n,0.851771858,44,3,0.236884335,8100,9,0,1,0,2
n,0.400538732,31,0,0.157950907,3747,5,0,0,0,0
n,0.013508192,86,0,0.433936774,3700,13,0,1,0,1
n,0.994402239,54,1,0.048645938,1993,3,0,0,0,0
n,0,51,0,3,,6,0,0,0,
n,0.084052859,62,0,0.315193106,6265,15,0,2,0,1
n,0.209866866,55,0,0.658263836,5275,15,0,3,0,2
n,0.132962653,61,0,0.371699564,3900,10,0,1,0,3
n,0.033779219,30,0,0.020349875,2800,5,0,0,0,0
n,0.382202225,32,0,0.436791824,4500,11,0,1,0,1
n,0.000989433,48,0,0.270324887,6432,11,0,1,0,3
n,0.028359433,67,0,0.013662113,3000,4,0,0,0,0
n,0.9999999,62,0,0,,3,0,0,0,0
n,0.183402371,48,2,0.573877963,1982,5,2,0,0,3
n,1.001807623,56,0,1.172394206,7041,5,0,2,0,0
n,0.423600124,61,0,0.770872737,3700,13,0,1,0,2
n,0.08737782,65,0,1923,0,6,0,1,0,0
n,0.020504842,62,0,0.410389986,13820,16,0,3,0,0
n,0.896029706,48,0,0.070117195,25000,7,0,0,0,4
n,0.000576492,41,0,8952,,10,0,1,0,0
n,0.579554034,74,0,0.433643571,2900,7,0,1,0,0
n,0.15348421,60,0,0.459756707,6000,13,0,2,0,0
n,0.40022609,64,0,0.252106842,7000,18,0,1,0,3
n,0.450167088,62,0,0.168923141,4800,5,0,0,0,0
n,0.400100263,52,0,0.802943489,8900,12,0,3,0,1
n,0.291345579,54,0,0.151962009,4000,9,0,0,0,1
n,0.121675999,54,0,0.457297915,3500,15,0,2,0,0
n,0.682708972,41,4,0.38708711,13350,8,0,4,0,1
n,0.84147496,44,4,0.429691877,5354,18,0,2,0,1
n,0.076469947,63,0,0.28192848,9395,7,0,1,0,1
n,0.9999999,23,0,38,,0,0,0,0,0
n,0.010752688,39,0,7,,5,0,0,0,0
n,0.9999999,38,0,0.866805773,5750,9,0,2,0,2
n,0.071108477,33,0,0.148988052,4100,9,0,0,0,2
n,0.000314317,46,0,0.263992196,8200,8,0,2,0,1
n,0.000436034,49,0,0.208452192,9464,8,0,1,0,1
n,0.429752411,43,0,0.451827935,9600,12,0,1,0,0
n,0,55,0,0.449670529,4400,10,0,1,0,1
n,0.140615841,38,0,0.992730577,2200,7,0,2,0,0
n,0.970675733,46,0,0.217641419,7300,3,0,0,0,2
n,0.0058441,65,0,0.002380386,4200,6,0,0,0,0
n,0,63,0,2085,,7,0,1,0,0
n,0.000151514,58,0,0.318246575,9124,14,0,2,0,0
n,0,74,0,0,2534,2,0,0,0,0
n,0.050905036,66,0,983,,6,0,1,0,0
n,0.9999999,39,2,0.357351104,2400,5,0,0,2,1
n,0.050662337,56,0,0.515871032,4000,12,0,1,0,0
n,0.159242617,43,1,1967,,14,0,1,0,0
n,0.269671379,59,0,0.272375423,6200,9,0,0,0,1
n,0.380428591,58,0,2590,,11,0,2,0,0
n,0.638722555,28,0,0.242378811,2000,5,0,0,0,0
n,0.040850636,75,0,0.251282051,2339,9,0,1,0,0
n,0.063742713,37,0,0.51354131,2916,4,0,1,0,1
n,0.364918451,34,0,0.172721042,5835,6,0,1,0,0
n,0.241798236,70,0,0.566349206,6299,11,0,1,0,1
n,0.177724254,48,0,485,,9,0,0,0,0
n,0.43032302,39,0,0.369438202,2224,7,0,0,0,0
n,0.05462116,38,0,0.111509799,3622,4,0,0,0,0
n,0.068019621,50,0,0.058449232,11000,4,0,0,0,2
n,0.9999999,44,0,1766,,2,0,1,0,0
n,0.322338719,45,0,0.330556481,3000,8,0,1,0,2
n,0.051048724,52,0,61,,4,0,0,0,0
n,0.24027309,31,0,0.482413834,8500,13,0,2,1,0
n,0.083823091,38,0,273,,4,0,0,0,0
n,0.040648183,59,0,0.344029018,3583,7,0,1,0,0
n,0.635595092,55,0,0.692732911,14833,15,0,3,0,1
n,0.595743543,26,0,0.263176144,2883,4,0,0,0,1
n,0.236298093,56,0,0.229969633,8561,12,0,2,0,1
n,0.100544384,65,0,27,,2,0,0,0,0
n,0.9999999,22,98,0,,0,98,0,98,0
n,0.389221557,34,1,0.184345282,4100,3,2,0,1,0
n,0.024215211,40,0,0.194810955,9018,6,0,0,0,0
n,0.677199197,55,0,0.358318426,11179,11,0,2,0,1
n,0.20729309,50,0,0.466139343,9228,12,0,3,0,2
n,0.956208758,69,1,0.594181164,3333,8,0,1,1,0
n,0.9999999,30,1,0.59128406,12000,12,0,4,0,0
n,0.303743152,42,1,0.323182711,4071,8,0,0,0,1
n,0.82380777,48,0,0.853731343,8709,16,0,2,0,3
n,0.013220753,70,0,749,,8,0,1,0,
n,0.9999999,36,0,562,,1,6,0,1,0
n,0.946201196,53,0,0.877947869,4833,13,0,1,0,1
n,0.007026869,59,0,0.30071599,9636,5,0,2,0,2
n,0.12099395,64,0,0.310817726,9770,5,0,1,0,0
n,0.65107816,50,0,0.183844011,14000,10,0,1,0,1
n,0.007249819,44,0,0.220163723,9283,6,0,1,0,1
n,0.062026916,79,0,0.126739438,12000,17,0,2,0,0
n,0,53,0,0.219132029,3271,2,0,1,0,1
n,0.420552369,82,0,0.622379877,3100,16,0,1,0,0
n,0.128743563,42,0,77,,1,0,0,0,0
n,0.031656115,28,0,0.231896935,2250,6,0,0,0,0
n,0.278656443,58,0,0.506693781,5900,19,0,1,0,0
n,0.9999999,41,0,0.130782562,7500,1,0,0,0,2
n,0.08128378,53,0,0.237705663,11000,5,0,1,0,0
n,0.100783163,47,0,0.35298414,9583,6,0,1,0,2
n,0.064831172,66,0,0.008805222,6586,2,0,0,0,0
n,0.153996825,56,0,0.4204513,3500,14,0,0,0,1
n,0.02903588,72,0,1392,,4,0,1,0,2
n,0.052785155,65,0,0.738048717,7676,7,0,3,0,0
n,0.9999999,82,0,0.053189362,5000,1,0,1,0,0
n,0.066964435,30,0,0.429595067,6000,10,0,2,0,2
n,0.001434945,53,0,0.219703978,2161,8,0,0,0,1
n,0.267398178,32,1,0.451107011,4335,13,0,1,0,2
n,0.557624852,46,0,0.602937226,11166,16,0,2,0,2
n,0.050343381,51,0,2362,,8,0,1,0,2
n,0.000186911,42,0,0.314801268,4100,10,0,0,0,1
n,0.975145828,78,0,4434,,20,0,2,0,0
n,0.194589086,55,0,1150,,19,0,0,0,1
n,0.022048838,67,1,0.029153828,4218,7,0,0,0,0
n,0.017724782,73,1,0.247635513,9832,14,0,1,0,0
n,1.003428082,31,0,0.344787193,2560,4,0,0,0,0
n,0.003594738,59,0,0.165233137,4417,10,0,0,1,0
n,0.122966326,73,0,1016,,10,0,1,0,0
n,0.919015917,41,0,0.387955662,8750,7,0,2,0,1
n,0.075883929,36,1,0.43313201,4635,7,0,1,0,0
n,0.9999999,41,0,0,692,0,0,0,0,0
n,0.010702391,77,0,0.008707608,4363,13,0,0,0,0
n,0.19890005,80,0,315,,7,0,0,0,0
n,0,46,0,0.332702319,4225,10,0,0,0,1
n,0.588021779,26,0,0.253212756,2100,4,0,0,1,0
n,0.026946801,45,0,0.298219137,6625,5,0,1,0,2
n,0.465913105,47,0,2905,,5,0,1,0,0
n,0.069000836,73,0,0.388111252,5500,8,0,2,0,1
n,0.223324636,56,0,0.374840194,15643,17,0,3,0,0
n,0.078764011,37,0,0.499584603,3610,5,0,1,0,2
n,0.165942437,63,0,0.730934809,3251,15,0,2,0,0
n,0.9999999,67,0,443,0,5,0,1,0,0
n,0.005830079,51,0,0.077501881,3986,6,0,0,0,2
n,0.487626323,47,0,0.775835015,4460,9,0,2,0,1
n,0.554506319,62,0,0.609157602,3952,15,0,1,1,2
n,0.9999999,31,0,0.117829088,4200,1,0,0,0,0
n,0.9999999,34,0,2971,,4,0,2,0,0
n,0.035085855,48,0,0.118888111,10000,9,0,1,0,2
n,0.013021933,59,0,1169,,7,0,2,0,0
n,0.53212558,30,0,0.420672054,2350,7,0,0,0,0
n,0.001070304,48,0,3295,,4,0,1,0,0
n,0.504490853,48,4,0.815201435,6130,28,0,2,0,1
n,0.009974751,81,0,0.096980604,5000,10,0,0,0,0
n,0.009462523,61,0,0.005656496,5833,7,0,0,0,0
n,0.061397544,47,0,0.309738994,39500,9,0,4,1,3
n,0,46,0,0.258829221,6200,5,0,1,0,1
n,0.07415066,70,0,0.369909778,4100,12,0,1,0,1
n,0.027215367,89,0,0.007367313,6650,7,0,0,0,0
n,0.234679009,63,0,0.326837574,21141,6,0,3,0,1
n,0.000549991,47,0,0.226945835,10984,12,0,2,0,0
n,0.736484234,44,0,0.53220763,6395,16,0,1,0,0
n,0.014581492,46,0,0.466553288,5291,21,0,3,0,2
n,0.030596192,43,0,0.146654132,11700,12,0,1,0,3
n,0.875973047,79,0,1.064918851,800,6,0,0,0,0
n,0.303186406,40,1,0.328931452,9919,10,0,2,0,3
n,0,23,0,0.592039801,200,1,0,0,0,0
n,0.12569581,63,0,0.035301468,3200,3,0,0,0,0
n,0.374571315,66,0,0.317267197,4273,7,0,0,0,1
n,0.147932265,51,0,0.526269702,2283,7,0,0,0,2
n,0.9999999,30,0,0.308473253,2560,2,0,1,0,1
n,0.144782191,57,0,0.377373171,6425,16,0,1,0,5
n,0.9999999,43,0,0.345848655,5166,3,0,2,0,0
n,0.003174099,26,0,0,2500,1,0,0,0,0
n,0.064590636,44,0,0.150975403,4715,5,0,1,0,3
n,0,53,0,0.323081702,9656,8,0,2,0,1
n,0.839792644,54,0,0.68240621,3091,9,0,1,0,1
n,0.184134509,53,0,0.605944607,4440,10,0,3,0,1
n,0.479793878,63,1,1.352102965,4350,24,0,1,0,0
n,0.159581318,50,0,3781,,12,0,1,0,2
n,0.160990589,48,0,2257,,11,0,1,0,0
n,0.571372848,66,0,0.430619946,9274,10,0,1,0,0
n,0.9999999,54,0,0.323263693,7083,3,0,1,0,0
n,0.988839473,39,0,0.164106066,8786,4,0,0,0,4
n,0.9999999,48,0,0.247958674,6000,6,0,1,0,1
n,0.269586521,42,0,1.980984885,2050,8,0,5,0,0
n,0.024233869,48,0,12,,5,0,0,0,0
n,0.078123283,28,0,0.335082459,1333,4,0,0,0,0
n,0.029242243,49,0,2714,,7,0,2,0,
n,0.381282175,54,0,0.565536526,5721,9,0,2,0,2
n,0.448795296,57,0,0.333315119,18300,19,0,2,0,1
n,0,31,0,0,7486,12,0,0,0,0
n,0.05475669,59,0,2664,,6,0,1,0,0
n,0.070411139,41,0,0.401649588,4000,9,0,2,0,0
n,0.9999999,47,0,4333,,4,0,2,0,0
n,0.019475263,73,0,12,,3,0,0,0,0
n,0.480447641,41,0,0.248179674,9750,11,0,2,0,4
n,0.002142796,68,0,0.050550747,5083,3,0,0,0,0
n,0.034413715,50,0,0.014513788,6200,3,0,0,0,0
n,0.029427614,60,0,0.215302684,9200,25,0,1,0,0
n,0.05054086,33,0,4821,,9,0,3,0,0
n,0.032517314,81,0,1006,,5,0,1,0,0
n,0.676107964,33,0,0.785552022,2200,4,0,1,0,1
n,0.99621826,32,2,0.188162368,5000,21,0,0,0,4
n,0.017847944,78,0,0.152218348,8316,12,0,0,0,0
n,0.053393265,58,1,0.165281754,14320,12,0,2,0,0
n,1.009519277,28,0,0.18572695,2255,4,0,0,3,0
n,0.141771646,45,0,2596,,8,0,2,0,0
n,0.9999999,32,1,0.115554701,5200,3,0,0,0,1
n,0.274786156,57,0,0.069725711,3900,8,0,0,0,2
n,0.023080665,84,0,0.085064293,5054,10,0,0,0,0
n,0.294756011,59,0,0.563535912,4886,20,0,3,0,3
n,0.99410059,56,2,1.285973947,3300,5,0,2,0,0
n,0.059531818,75,0,723,,13,0,1,0,0
n,0.054994501,67,0,0.452432046,8387,4,0,2,0,0
n,0.003151324,45,0,0.411409142,5293,9,0,1,0,2
n,0.091119277,60,0,2008,,13,0,2,0,0
n,0,28,0,520,,3,0,0,0,
n,0.057929097,37,0,0.541393916,2596,5,0,1,0,3
n,0.703495579,31,0,0.322696629,2224,7,0,0,0,0
n,0,91,0,0.18907563,1665,5,0,1,0,0
n,0.014179254,56,0,2117,,9,0,1,0,0
n,0.170850169,74,0,0.105803943,3600,5,0,0,0,0
n,0.485182716,35,0,0.452208106,3305,11,0,0,0,2
n,0.055831472,60,0,0.21440846,7564,6,0,1,0,1
n,0.326900476,73,0,0.504890679,3475,6,0,1,0,0
n,0.9999999,38,0,0.359082298,4750,4,0,2,0,2
n,0.332293963,63,0,404,,5,0,0,0,0
n,0.016542385,66,0,0.007996002,2000,3,0,0,0,0
n,0.14914181,53,1,1825,,7,0,2,0,0
n,0.145245461,46,0,0.540239373,2422,14,0,1,0,3
n,0.070136824,56,0,0.661785413,3550,11,0,1,0,1
n,0.9999999,32,0,0.463031805,2420,3,0,1,0,1
n,0.952190511,45,1,0.31553492,5168,3,0,1,1,1
n,0.005999676,80,0,3,,3,0,0,0,0
n,0.48032723,27,0,139,0,3,0,0,0,0
n,0,47,0,2054,,4,0,2,0,2
n,0.092219295,74,0,0.009046757,10500,9,0,0,0,0
n,0.123759282,52,0,0.532040692,11500,13,0,2,0,4
n,0.116672083,68,0,0.02044094,6848,1,0,0,0,0
n,0.081437337,49,0,0.324011427,6650,3,0,1,0,0
n,0.019477487,47,0,0.00499875,4000,4,0,0,0,0
n,0.143608005,54,0,0.336011427,5600,15,0,1,0,2
n,0.658068386,25,0,0.332948866,2600,5,0,0,0,0
n,0.877561219,43,0,0.031845954,5400,5,0,0,0,2
n,0,43,0,0.418654478,7000,5,0,2,0,1
n,0.054569696,56,0,0.519437979,11600,5,0,2,0,0
n,0.386569246,39,0,0.3369199,9200,17,0,2,0,3
n,0.033595406,48,0,0.168034622,6700,18,0,1,0,1
n,0.010990793,44,0,0.240981463,13000,10,0,2,0,0
n,0.9999999,34,0,0.566208083,2325,8,0,1,0,0
n,0.919981339,41,0,0.730926907,10000,15,0,3,0,0
n,0.9999999,65,0,0.049382716,404,4,0,0,0,0
n,0.129800078,66,0,0.448591901,6000,10,0,1,0,0
n,0.065696709,63,0,0.404865045,3000,11,0,2,0,0
n,0.6953601,53,1,0.387533875,2213,9,0,0,0,0
n,0.268534756,58,0,2116,,10,0,1,0,0
n,0.9999999,37,0,0.028747604,12000,1,1,0,0,1
n,0.300739201,41,0,0.336045278,5653,10,0,1,0,4
n,0.018875817,59,0,0.341323346,4004,9,0,1,0,0
n,1.026692332,50,3,0.637594216,6500,12,3,1,1,2
n,0.9999999,60,4,0.515659462,6800,4,0,1,0,0
n,0.067729084,52,2,0.540129327,2628,6,0,1,1,1
n,0.004173329,64,0,0.100611189,6380,5,0,1,0,2
n,0.62942677,38,0,0.256864042,6045,7,0,0,0,1
n,0.661719373,53,0,0.718877223,4666,9,0,1,0,1
n,0.06112046,59,1,0.464032884,4378,7,0,1,1,1
n,0.9999999,61,0,437,,2,11,0,0,0
n,0.181672614,51,0,3924,,8,0,4,0,2
n,0.046835386,74,0,0.942528736,4001,15,0,2,0,0
n,0.549458343,44,1,0.361876193,7333,10,0,1,0,0
n,0.041628331,66,0,0.011712612,7000,6,0,0,0,0
n,0.039459787,56,0,0.253084015,7700,8,0,1,0,2
n,0.661679913,48,0,0.767852878,4186,8,0,2,0,3
n,0.067881313,50,0,0.140511525,9500,22,0,0,0,3
n,0.007581043,53,0,7,,7,0,0,0,0
n,0.9999999,58,0,0,2680,1,1,0,0,1
n,0.000155035,59,0,0.491822222,11249,16,0,3,0,2
n,0.11185584,31,0,0.007972362,3762,2,0,0,0,0
n,0.105117964,70,1,3760,,5,0,2,0,0
n,0.009605363,48,0,0.218664079,6182,7,0,1,0,3
n,1.017783373,62,0,0.400025262,7916,11,0,2,0,0
n,0.014092696,80,0,17,,6,0,0,0,0
n,0.810678416,33,0,0.464360083,6242,8,0,0,1,0
n,0.061513085,67,0,2571,,16,0,2,0,1
n,0.144184889,31,0,0.383736431,5250,8,0,1,0,0
n,1,43,0,0.148427402,4641,3,0,0,0,1
n,0.129487051,42,0,4652,,13,0,2,0,3
n,0.004453261,51,0,3,,1,0,0,0,0
n,0.370125375,36,0,0.497273719,2750,8,0,2,1,3
n,0.004817963,45,0,1.292594329,8533,6,0,4,0,2
n,0.022480979,37,0,0.067585919,9572,17,0,0,0,0
n,0.161374402,41,0,0.366572674,3900,8,0,2,1,2
n,0.564578968,54,0,2970,,16,0,1,0,1
n,0.901032989,33,0,0.138499588,1212,3,0,0,0,0
n,0.09935908,40,0,0.265363128,7875,5,0,2,0,2
n,0.109370734,53,0,0.341606669,15833,15,0,2,0,1
n,0.119523506,34,0,0.596942724,5167,15,0,2,0,0
n,0.369060405,39,0,0.190732551,5200,4,0,0,0,2
n,1.067986403,39,2,0.367126575,5000,9,2,0,0,2
n,0.862075862,27,0,795,,3,0,0,0,0
n,0.041233365,44,0,0.50354481,5500,6,0,2,0,3
n,0.221929257,61,0,0.343218927,3000,4,0,1,0,2
n,0.691671851,34,1,0.05061082,4583,6,0,0,0,0
n,0.044747724,72,0,0.194904459,3924,12,0,2,0,0
n,0.528508124,54,0,1635,,8,0,1,0,
n,0.615544507,45,0,0.263806534,8600,8,0,2,0,3
n,0.0109336,85,0,17,,8,0,0,0,
n,0.076893502,33,0,0.23252355,6050,4,0,1,0,0
n,0.072956719,68,1,0.681895617,6456,20,0,4,0,0
n,0.9999999,41,0,0.773650208,4333,5,0,3,0,2
n,0.06402224,55,0,0.67637008,7900,16,0,4,0,0
